timestamp,code,round,team,status,reason
2026-01-01 12:24:00,ES 500,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-18 13:19:00,MS 273,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-24 19:15:00,SS 195,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-30 12:10:00,SS 162,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-27 19:49:00,NS 070,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-10 12:23:00,ES 129,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 15:09:00,TNS 249,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-08 13:26:00,NS 159,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-21 18:52:00,SS 109,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-13 20:38:00,NS 233,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-03 19:23:00,ES 034,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-08 08:53:00,SS 181,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-10 10:20:00,NS 191,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-14 19:37:00,SS 063,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-02 15:51:00,ES 509,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-02 14:29:00,TNS 124,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-13 20:19:00,ES 299,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-22 08:47:00,ES 623,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-03 14:22:00,NS 011,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-04 09:59:00,ES 004,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-27 10:49:00,SS 146,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-16 18:26:00,MS 123,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-29 14:24:00,ES 506,1,ทีม A,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-12 16:08:00,SS 054,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-04 14:33:00,MS 267,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-15 08:48:00,ES 388,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-13 19:34:00,TNS 013,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-22 11:15:00,TNS 021,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 11:59:00,ES 176,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-12 14:39:00,NS 208,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-05 09:38:00,MS 140,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-13 19:55:00,ES 139,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-03 14:28:00,NS 213,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-18 20:03:00,NS 251,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-19 11:52:00,NS 175,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-19 18:52:00,TNS 203,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-26 10:42:00,SS 020,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-18 08:35:00,ES 042,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 16:31:00,MS 205,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-20 16:20:00,NS 096,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-01-20 14:11:00,ES 090,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-15 12:54:00,SS 188,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-28 08:35:00,MS 197,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 10:24:00,MS 167,1,ทีม A,แก้ไขไม่ได้,สภาพอากาศไม่เอื้ออำนวย
2026-01-22 18:05:00,ES 533,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 16:46:00,TNS 183,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 18:38:00,TNS 229,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-13 20:48:00,MS 132,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-25 13:19:00,TNS 206,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-13 19:07:00,MS 107,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 17:45:00,ES 507,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 16:20:00,TNS 154,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-04 18:22:00,SS 234,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-02 15:29:00,SS 173,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-16 15:48:00,ES 213,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-24 13:26:00,SS 077,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-15 19:09:00,TNS 158,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 17:46:00,MS 081,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-13 13:14:00,ES 278,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-16 15:35:00,ES 091,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 15:46:00,MS 122,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-16 20:22:00,SS 004,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-04 15:11:00,MS 094,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-23 09:52:00,SS 203,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-27 10:53:00,ES 363,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-10 08:13:00,TNS 055,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-09 18:42:00,NS 085,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-02 08:34:00,TNS 077,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 19:17:00,NS 114,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 19:43:00,SS 180,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-28 10:06:00,ES 378,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 11:39:00,ES 281,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 20:25:00,ES 130,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-26 15:36:00,TNS 119,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 18:52:00,NS 071,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-02-24 18:48:00,ES 076,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 14:35:00,ES 627,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-01 19:10:00,ES 417,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 18:50:00,TNS 197,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-24 09:57:00,ES 413,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-27 19:56:00,ES 086,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 18:59:00,MS 046,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-06 18:02:00,MS 035,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-21 08:13:00,TNS 227,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-15 14:59:00,MS 221,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 11:36:00,NS 249,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-04 13:24:00,NS 103,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-14 19:05:00,ES 532,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-28 11:53:00,ES 075,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-19 17:38:00,SS 211,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-02 18:17:00,ES 396,1,ทีม B,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-01-23 16:24:00,ES 601,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-07 18:24:00,TNS 190,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-19 20:15:00,TNS 240,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-10 14:45:00,SS 231,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-21 13:06:00,MS 080,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 15:23:00,ES 574,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 10:27:00,ES 255,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-02 14:06:00,MS 155,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 09:38:00,NS 028,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-01 12:26:00,MS 226,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-16 16:57:00,NS 034,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-11 18:24:00,MS 196,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 12:31:00,MS 095,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 12:26:00,ES 387,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 13:16:00,NS 152,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 17:39:00,TNS 070,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 12:00:00,NS 154,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-09 14:51:00,MS 154,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-28 18:38:00,NS 199,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-08 19:12:00,ES 560,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-26 13:18:00,ES 170,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-21 14:17:00,NS 001,1,ทีม B,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-02-06 11:37:00,ES 162,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 08:46:00,NS 014,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-14 15:51:00,SS 120,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 20:50:00,ES 374,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-09 18:19:00,SS 003,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-10 19:27:00,ES 628,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-08 15:37:00,MS 057,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-28 19:26:00,ES 211,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-24 19:57:00,ES 164,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 18:42:00,MS 071,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-09 08:36:00,TNS 006,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-20 14:06:00,ES 632,1,ทีม A,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-01-15 16:47:00,MS 025,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-26 15:49:00,NS 047,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-02 15:06:00,SS 121,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 09:53:00,NS 004,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-22 15:50:00,ES 346,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-23 15:06:00,TNS 065,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-29 13:04:00,NS 043,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-15 09:01:00,MS 120,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-13 20:10:00,NS 049,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 10:21:00,ES 087,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-21 14:40:00,TNS 216,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-02-12 14:25:00,TNS 217,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-26 11:28:00,NS 024,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-15 11:13:00,ES 577,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-21 20:04:00,SS 196,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-04 10:23:00,ES 118,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-08 12:42:00,ES 154,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-10 13:38:00,TNS 027,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-07 09:22:00,SS 192,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-09 10:52:00,MS 238,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-07 09:43:00,MS 146,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 12:07:00,NS 186,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-10 16:24:00,TNS 044,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-06 14:27:00,ES 332,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-04 19:58:00,ES 064,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 12:08:00,ES 297,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 17:03:00,SS 131,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-09 11:52:00,TNS 041,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-11 15:26:00,NS 031,1,ทีม B,แก้ไขไม่ได้,สภาพอากาศไม่เอื้ออำนวย
2026-02-23 15:31:00,ES 072,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-02 20:48:00,ES 259,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-18 11:34:00,ES 138,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-30 17:47:00,ES 495,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-08 17:07:00,SS 208,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 13:34:00,MS 152,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 16:13:00,MS 143,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-23 18:48:00,MS 188,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-03 15:16:00,SS 047,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 15:55:00,ES 067,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 11:51:00,SS 126,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-09 18:27:00,ES 319,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-20 11:52:00,TNS 043,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 13:34:00,NS 055,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-11 13:45:00,MS 162,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 16:57:00,MS 164,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-18 20:26:00,TNS 106,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-14 10:15:00,ES 158,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-02-23 11:48:00,SS 061,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-06 18:17:00,TNS 271,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 18:50:00,NS 220,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-17 12:44:00,MS 153,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-01 13:37:00,TNS 153,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 19:05:00,MS 043,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 13:54:00,SS 217,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-26 11:27:00,ES 585,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-21 12:21:00,ES 525,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 20:21:00,ES 233,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-10 20:53:00,ES 054,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-24 10:28:00,ES 386,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-28 11:44:00,NS 158,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 10:55:00,NS 196,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-24 12:05:00,TNS 195,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-11 10:03:00,SS 036,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-16 19:48:00,ES 242,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-06 19:06:00,ES 550,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-05 10:37:00,ES 547,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 08:00:00,TNS 111,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 14:44:00,ES 444,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-15 14:05:00,SS 140,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-24 12:08:00,ES 600,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-18 10:41:00,NS 140,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 08:39:00,ES 414,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-16 11:40:00,ES 252,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-09 18:28:00,ES 282,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-07 10:48:00,ES 152,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 13:27:00,NS 059,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-16 12:41:00,ES 358,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-08 17:46:00,NS 045,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 08:54:00,ES 180,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-08 16:12:00,MS 054,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-04 20:57:00,TNS 020,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-08 11:31:00,MS 112,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-01 13:59:00,ES 133,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 17:26:00,SS 012,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-12 20:30:00,NS 246,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-05 08:16:00,ES 610,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-04 20:25:00,MS 012,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-02 20:26:00,ES 327,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 18:34:00,SS 193,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 09:32:00,ES 361,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-04 13:25:00,MS 142,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-01-28 19:54:00,NS 177,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-06 14:07:00,ES 465,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-04 12:42:00,ES 249,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-15 10:44:00,ES 416,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-23 16:33:00,TNS 266,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-09 19:49:00,ES 496,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-08 20:57:00,NS 146,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 12:33:00,TNS 172,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 18:04:00,MS 141,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-24 08:31:00,TNS 201,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-17 20:06:00,SS 058,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-02 08:02:00,MS 158,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-31 13:24:00,NS 091,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 08:35:00,SS 015,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-16 14:58:00,ES 270,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 17:23:00,TNS 090,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-27 08:11:00,ES 177,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-03 14:04:00,ES 135,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-19 12:20:00,MS 033,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-01 13:12:00,TNS 061,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-20 19:39:00,TNS 169,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 15:49:00,NS 212,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-04 20:50:00,MS 249,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-27 08:14:00,MS 246,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 08:21:00,TNS 226,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 19:46:00,TNS 038,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 11:26:00,ES 257,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-15 12:05:00,MS 049,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-02-27 16:26:00,SS 202,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-17 09:37:00,SS 232,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-10 14:04:00,TNS 131,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 11:18:00,NS 088,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-21 14:44:00,NS 195,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 11:04:00,MS 106,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-19 17:06:00,ES 267,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 15:20:00,TNS 008,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-23 20:13:00,SS 197,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-17 09:05:00,SS 089,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-20 19:44:00,ES 377,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 13:09:00,ES 269,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-23 14:32:00,NS 020,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-17 10:01:00,NS 165,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-05 19:35:00,ES 114,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-07 20:50:00,TNS 140,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-04 20:14:00,NS 197,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-26 13:43:00,ES 318,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-17 09:01:00,MS 020,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-11 15:51:00,ES 342,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 20:21:00,ES 336,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-30 08:10:00,MS 060,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-26 15:01:00,ES 468,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-12 13:13:00,MS 109,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 10:02:00,NS 198,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 14:56:00,ES 596,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 14:08:00,TNS 224,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-26 20:33:00,ES 527,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 16:50:00,ES 407,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-31 16:50:00,SS 187,1,ทีม B,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-02-06 16:20:00,SS 014,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-02 13:38:00,TNS 099,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 20:17:00,TNS 143,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-31 16:22:00,SS 167,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 18:15:00,MS 018,1,ทีม B,แก้ไขไม่ได้,ต้องใช้รถเครน
2026-02-20 19:03:00,SS 145,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 14:22:00,NS 228,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 13:51:00,ES 192,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-02 19:44:00,SS 214,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-06 10:36:00,ES 350,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 15:34:00,SS 098,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-03 09:03:00,SS 075,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-02 16:30:00,ES 320,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-09 11:51:00,ES 355,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-12 20:54:00,SS 165,1,ทีม B,แก้ไขเรียบร้อย,
